习得等级预计		编号	门派	名称	音效文件名	技能特效	受伤技能特效	缩放	高度	准备动作编号	动作编号	动作播放时间	对应武器	武功类型	触发方式	目标对象	中断概率	中断伤害倍数	攻击距离	攻击范围类型	消耗生命基数	消耗生命系数	消耗内力基数	消耗内力系数	消耗真气基数	消耗真气系数	出招时间	公共武功冷却时间	公共药品冷却时间	自身冷却时间	命中率	基础力道基数	基础力道系数	参数1（精通力道基数）	参数2（精通力道系数）	参数3（内功与外功的区别计算参数）	参数4（内功与外功的区别计算参数）	破防值基数	破防值系数	破防出现概率	生命伤害类型	内力伤害类型	真气伤害类型	熟练度基数	熟练度系数	buff编号1	buff触发几率1	buff编号2	buff触发几率2	技能说明
1	控制型	198	3	脱袍卸甲	0.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	300000	10000	5	1250	2000	20	10000	0	0	0	0	1	0	0	15840	24502500	20	100	0	0	附加BUFF使目标对象防具失效
1	控制型	199	3	狮子吼	1.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	30000	10000	5	1250	2000	20	10000	0	0	0	0	1	0	0	158400	24502500	14	100	0	0	附加BUFF使目标对象往后退三格，如有阻挡则失效
1	控制型	200	3	凌空渡虚	0.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	30000	10000	5	1250	2000	20	10000	0	0	0	0	1	0	0	158400	24502500	15	100	0	0	瞬移至目标对象自身朝向的旁边
1	控制型	201	3	涡旋劲	1.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	60000	10000	5	1250	2000	20	10000	0	0	0	0	1	0	0	79200	24502500	21	100	0	0	附加BUFF使目标对象迟缓
1	控制型	202	3	幻魔相	0.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	120000	10000	5	1250	2000	20	10000	0	0	0	0	1	0	0	39600	24502500	24	100	0	0	附加BUFF使目标对象的身法下降，命中率降低
1	控制型	203	3	移山压顶	1.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	300000	10000	5	1250	2000	20	10000	0	0	0	0	1	0	0	15840	24502500	26	100	0	0	附加BUFF使目标对象不能移动跳跃，但可使用武功
1	控制型	204	3	千斤坠	0.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	60000	10000	5	1250	2000	20	10000	0	0	0	0	1	0	0	79200	24502500	23	100	0	0	附加BUFF使目标对象不能跳跃
1	辅助型	205	3	斩铁劲	1.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	9	0	0	4	-1	0	0	0	0	10	0	0	1500	0	30000	10000	0	0	0	0	0	0	0	0	0	1	0	0	158400	24502500	27	100	0	0	附加自身外功基础增加
1	辅助型	206	3	岩打劲	0.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	9	0	0	4	-1	0	0	0	0	10	0	0	1500	0	30000	10000	0	0	0	0	0	0	0	0	0	1	0	0	158400	24502500	28	100	0	0	附加自身内功基础增加
1	辅助型	207	3	回春术	1.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	9	0	0	4	-1	0	0	0	0	10	0	0	1500	0	600000	10000	0	0	0	0	0	0	0	0	0	1	0	0	7920	24502500	2	100	0	0	附加自身徐徐恢复生命
1	辅助型	208	3	回天术	0.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	9	0	0	4	-1	0	0	0	0	10	0	0	1500	0	600000	10000	0	0	0	0	0	0	0	0	0	1	0	0	7920	24502500	8	100	0	0	自身一次性恢复生命
1	普通攻击	209	4	星宿基本攻击	0.wav	星宿/普通攻击	0	1	0	0	50	1500	-1	2	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	10000	5	4500	1250	12	10000	0	0	0	0	1	0	0	1728000	24502500	0	0	0	0	0
5	伤害输出型(外)	210	4	疾风钩	1.wav	八卦剑法	0	1	0	0	53	1500	9	0	0	6	0	0	4	0	0	0	6	0	0	0	0	1500	0	0	10000	5	4500	2000	20	10000	0	0	0	0	1	0	0	1728000	24502500	0	0	0	0	0
15	伤害输出型(外)	211	4	乱影钩	0.wav	八卦剑法	0	1	0	0	54	1500	9	0	0	6	0	0	4	0	0	0	12	500	0	0	0	1500	0	5000	10000	5	4500	3000	30	10000	0	2	0	0	1	0	0	518400	24502500	0	0	0	0	0
25	伤害输出型(外)	212	4	朔光钩	1.wav	八卦剑法	0	1	0	0	55	1500	9	0	0	6	0	0	4	0	0	0	18	500	0	0	0	1500	0	7500	10000	5	4500	4000	40	10000	0	0	0	0	1	0	0	345600	24502500	0	0	0	0	0
10	伤害输出型(外)	213	4	花开一瞬	0.wav	八卦剑法	0	1	0	0	51	1500	9	0	0	6	0	0	4	0	0	0	18	500	0	0	0	1500	0	5000	10000	5	5000	4000	40	10000	0	0	0	0	1	0	0	518400	24502500	0	0	0	0	0
15	伤害输出型(外)	214	4	玉老千年	1.wav	八卦剑法	0	1	0	0	52	1500	9	0	0	6	0	0	4	0	0	0	24	500	0	0	0	1500	0	7500	10000	5	5000	6000	60	10000	0	0	0	0	1	0	0	345600	24502500	0	0	0	0	0
20	伤害输出型(外)	215	4	星罗.昊天	1.wav	八卦剑法	0	1	0	0	56	1500	9	0	0	6	0	0	4	0	0	0	10	500	0	0	0	1500	0	0	10000	5	4000	2000	20	10000	0	0	0	0	1	0	0	2304000	24502500	0	0	0	0	0
25	伤害输出型(外)	216	4	星罗.炎天	0.wav	八卦剑法	0	1	0	0	57	1500	9	0	0	6	0	0	4	0	0	0	16	500	0	0	0	1500	0	5000	10000	5	4000	3000	30	10000	0	2	0	0	1	0	0	691200	24502500	0	0	0	0	0
30	伤害输出型(外)	217	4	星罗.苍天	1.wav	八卦剑法	0	1	0	0	58	1500	9	0	0	6	0	0	4	0	0	0	20	500	0	0	0	1500	0	7500	10000	5	4000	4000	40	10000	0	0	0	0	1	0	0	460800	24502500	0	0	0	0	0
35	伤害输出型(外)	218	4	星罗.钧天	0.wav	八卦剑法	0	1	0	0	59	1500	9	0	0	6	0	0	4	0	0	0	26	500	0	0	0	1500	0	10000	10000	5	4000	6000	60	10000	0	0	0	0	1	0	0	345600	24502500	0	0	0	0	0
30	群攻型(外)	219	4	星宿钩法.玄武	1.wav	八卦剑法	0	1	0	0	60	1500	9	0	0	7	0	0	4	1	0	0	20	500	0	0	0	1500	0	3000	10000	5	3500	1250	12	10000	0	0	0	0	1	0	0	1440000	24502500	0	0	0	0	0
35	群攻型(外)	220	4	星宿钩法.朱雀	0.wav	八卦剑法	0	1	0	0	61	1500	9	0	0	7	0	0	4	2	0	0	20	500	0	0	0	1500	0	3000	10000	5	3500	1250	12	10000	0	0	0	0	1	0	0	1440000	24502500	0	0	0	0	0
40	群攻型(外)	221	4	星宿钩法.白虎	1.wav	八卦剑法	0	1	0	0	62	1500	9	0	0	7	0	0	4	3	0	0	26	500	0	0	0	1500	0	4000	10000	5	3500	2000	20	10000	0	0	0	0	1	0	0	1080000	24502500	0	0	0	0	0
45	群攻型(外)	222	4	星宿钩法.青龙	0.wav	八卦剑法	0	1	0	0	63	1500	9	0	0	7	0	0	4	4	0	0	26	500	0	0	0	1500	0	4000	10000	5	3500	2000	20	10000	0	0	0	0	1	0	0	1080000	24502500	0	0	0	0	0
50	群攻型(外)	223	4	七杀乱世	1.wav	八卦剑法	0	1	0	0	64	1500	9	0	0	7	0	0	4	5	0	0	32	500	0	0	0	1500	0	4000	10000	5	3500	3000	30	10000	0	0	0	0	1	0	0	1080000	24502500	0	0	0	0	0
55	群攻型(外)	224	4	破军纵横	0.wav	八卦剑法	0	1	0	0	65	1500	9	0	0	7	0	0	4	6	0	0	26	500	0	0	0	1500	0	4000	10000	5	3500	2000	20	10000	0	0	0	0	1	0	0	1080000	24502500	0	0	0	0	0
60	群攻型(外)	225	4	贪狼无尽	1.wav	八卦剑法	0	1	0	0	66	1500	9	0	0	7	0	0	4	7	0	0	32	500	0	0	0	1500	0	4000	10000	5	3500	3000	30	10000	0	0	0	0	1	0	0	1080000	24502500	0	0	0	0	0
65	群攻型(外)	226	4	天下易主	0.wav	八卦剑法	0	1	0	0	67	1500	9	0	0	7	0	0	4	8	0	0	42	500	0	0	0	1500	0	4000	10000	5	3500	4000	40	10000	0	0	0	0	1	0	0	1080000	24502500	0	0	0	0	0
5	伤害输出型(内)	227	4	卧云舞	0.wav	星宿/卧云舞	0	1	0	0	53	2400	10	1	0	6	0	0	4	0	0	0	6	0	0	0	0	1500	0	0	10000	5	4500	2000	20	9000	18	0	0	0	1	0	0	1728000	24502500	0	0	0	0	0
15	伤害输出型(内)	228	4	枕月舞	1.wav	八卦剑法	0	1	0	0	54	1500	10	1	0	6	0	0	4	0	0	0	12	500	0	0	0	1500	0	5000	10000	5	4500	3000	30	9000	18	2	0	0	1	0	0	518400	24502500	0	0	0	0	0
25	伤害输出型(内)	229	4	摘星舞	0.wav	八卦剑法	0	1	0	0	55	1500	10	1	0	6	0	0	4	0	0	0	18	500	0	0	0	1500	0	7500	10000	5	4500	4000	40	9000	18	0	0	0	1	0	0	345600	24502500	0	0	0	0	0
10	伤害输出型(内)	230	4	飞星传恨	1.wav	八卦剑法	0	1	0	0	51	1500	10	1	0	6	0	0	4	0	0	0	18	500	0	0	0	1500	0	5000	10000	5	5000	4000	40	9000	18	0	0	0	1	0	0	518400	24502500	0	0	0	0	0
15	伤害输出型(内)	231	4	流星火雨	0.wav	八卦剑法	0	1	0	0	52	1500	10	1	0	6	0	0	4	0	0	0	24	500	0	0	0	1500	0	7500	10000	5	5000	6000	60	9000	18	0	0	0	1	0	0	345600	24502500	0	0	0	0	0
20	伤害输出型(内)	232	4	弥气飘踪舞	0.wav	星宿/弥气飘踪舞	0	1	0	0	56	2500	10	1	0	6	0	0	4	0	0	0	10	500	0	0	0	1500	0	0	10000	5	4000	2000	20	9000	18	0	0	0	1	0	0	2304000	24502500	0	0	0	0	0
25	伤害输出型(内)	233	4	踏月留香舞	1.wav	八卦剑法	0	1	0	0	57	1500	10	1	0	6	0	0	4	0	0	0	16	500	0	0	0	1500	0	5000	10000	5	4000	3000	30	9000	18	2	0	0	1	0	0	691200	24502500	0	0	0	0	0
30	伤害输出型(内)	234	4	乘风蹈海舞	0.wav	八卦剑法	0	1	0	0	58	1500	10	1	0	6	0	0	4	0	0	0	20	500	0	0	0	1500	0	7500	10000	5	4000	4000	40	9000	18	0	0	0	1	0	0	460800	24502500	0	0	0	0	0
35	伤害输出型(内)	235	4	十六天魔舞	1.wav	八卦剑法	0	1	0	0	59	1500	10	1	0	6	0	0	4	0	0	0	26	500	0	0	0	1500	0	10000	10000	5	4000	6000	60	9000	18	0	0	0	1	0	0	345600	24502500	0	0	0	0	0
30	群攻型(内)	236	4	星光惹尘埃	0.wav	八卦剑法	0	1	0	0	60	1500	10	1	0	7	0	0	4	1	0	0	20	500	0	0	0	1500	0	3000	10000	5	3500	1250	12	9000	18	0	0	0	1	0	0	1440000	24502500	0	0	0	0	0
35	群攻型(内)	237	4	星雨洗秋池	1.wav	八卦剑法	0	1	0	0	61	1500	10	1	0	7	0	0	4	2	0	0	20	500	0	0	0	1500	0	3000	10000	5	3500	1250	12	9000	18	0	0	0	1	0	0	1440000	24502500	0	0	0	0	0
40	群攻型(内)	238	4	星潮击岸坠	0.wav	八卦剑法	0	1	0	0	62	1500	10	1	0	7	0	0	4	3	0	0	26	500	0	0	0	1500	0	4000	10000	5	3500	2000	20	9000	18	0	0	0	1	0	0	1080000	24502500	0	0	0	0	0
45	群攻型(内)	239	4	星破楚天界	1.wav	八卦剑法	0	1	0	0	63	1500	10	1	0	7	0	0	4	4	0	0	26	500	0	0	0	1500	0	4000	10000	5	3500	2000	20	9000	18	0	0	0	1	0	0	1080000	24502500	0	0	0	0	0
50	群攻型(内)	240	4	空刃落七星	0.wav	八卦剑法	0	1	0	0	64	1500	10	1	0	7	0	0	4	5	0	0	32	500	0	0	0	1500	0	4000	10000	5	3500	3000	30	9000	18	0	0	0	1	0	0	1080000	24502500	0	0	0	0	0
55	群攻型(内)	241	4	斗酒醉西星	1.wav	八卦剑法	0	1	0	0	65	1500	10	1	0	7	0	0	4	6	0	0	26	500	0	0	0	1500	0	4000	10000	5	3500	2000	20	9000	18	0	0	0	1	0	0	1080000	24502500	0	0	0	0	0
60	群攻型(内)	242	4	星挑西王母	0.wav	八卦剑法	0	1	0	0	66	1500	10	1	0	7	0	0	4	7	0	0	32	500	0	0	0	1500	0	4000	10000	5	3500	3000	30	9000	18	0	0	0	1	0	0	1080000	24502500	0	0	0	0	0
65	群攻型(内)	243	4	夜落星河影	1.wav	八卦剑法	0	1	0	0	67	1500	10	1	0	7	0	0	4	8	0	0	42	500	0	0	0	1500	0	4000	10000	5	3500	4000	40	9000	18	0	0	0	1	0	0	1080000	24502500	0	0	0	0	0
1	控制型	244	4	点穴截脉	0.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	361445	10000	5	1250	1250	12	10000	0	0	0	0	1	0	0	13147	24502500	16	100	0	0	附加BUFF使目标对象不能执行所有操作
1	控制型	245	4	四封四闭	1.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	361445	10000	5	1250	1250	12	10000	0	0	0	0	1	0	0	13147	24502500	17	100	0	0	目标对象不能攻击
1	控制型	246	4	反转乾坤	0.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	300000	10000	5	1250	1250	12	10000	0	0	0	0	1	0	0	15840	24502500	29	100	0	0	附加BUFF使目标外功基础和内功基础数值互换
1	控制型	247	4	反转阴阳	1.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	300000	10000	5	1250	1250	12	10000	0	0	0	0	1	0	0	15840	24502500	30	100	0	0	附加BUFF使目标外防基础和内防基础数值互换
1	控制型	248	4	悬丝引气	0.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	300000	10000	5	1250	2000	20	10000	0	0	0	0	1	0	0	15840	24502500	18	100	0	0	附加BUFF使目标真气值按比例减少
1	控制型	249	4	空手白刃	1.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	300000	10000	5	1250	2000	20	10000	0	0	0	0	1	0	0	15840	24502500	19	100	0	0	附加BUFF使目标对象武器失效
1	控制型	250	4	脱袍卸甲	0.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	300000	10000	5	1250	2000	20	10000	0	0	0	0	1	0	0	15840	24502500	20	100	0	0	附加BUFF使目标对象防具失效
1	控制型	251	4	狮子吼	1.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	30000	10000	5	1250	2000	20	10000	0	0	0	0	1	0	0	158400	24502500	14	100	0	0	附加BUFF使目标对象往后退三格，如有阻挡则失效
1	控制型	252	4	凌空渡虚	0.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	30000	10000	5	1250	2000	20	10000	0	0	0	0	1	0	0	158400	24502500	15	100	0	0	瞬移至目标对象自身朝向的旁边
1	控制型	253	4	涡旋劲	1.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	60000	10000	5	1250	2000	20	10000	0	0	0	0	1	0	0	79200	24502500	21	100	0	0	附加BUFF使目标对象迟缓
1	控制型	254	4	幻魔相	0.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	120000	10000	5	1250	2000	20	10000	0	0	0	0	1	0	0	39600	24502500	24	100	0	0	附加BUFF使目标对象的身法下降，命中率降低
1	控制型	255	4	移山压顶	1.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	300000	10000	5	1250	2000	20	10000	0	0	0	0	1	0	0	15840	24502500	26	100	0	0	附加BUFF使目标对象不能移动跳跃，但可使用武功
1	控制型	256	4	千斤坠	0.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	6	0	0	4	0	0	0	2	500	0	0	0	1500	0	60000	10000	5	1250	2000	20	10000	0	0	0	0	1	0	0	79200	24502500	23	100	0	0	附加BUFF使目标对象不能跳跃
1	辅助型	257	4	斩铁劲	1.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	9	0	0	4	-1	0	0	0	0	10	0	0	1500	0	30000	10000	0	0	0	0	0	0	0	0	0	1	0	0	158400	24502500	27	100	0	0	附加自身外功基础增加
1	辅助型	258	4	岩打劲	0.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	9	0	0	4	-1	0	0	0	0	10	0	0	1500	0	30000	10000	0	0	0	0	0	0	0	0	0	1	0	0	158400	24502500	28	100	0	0	附加自身内功基础增加
1	辅助型	259	4	回春术	1.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	9	0	0	4	-1	0	0	0	0	10	0	0	1500	0	600000	10000	0	0	0	0	0	0	0	0	0	1	0	0	7920	24502500	2	100	0	0	附加自身徐徐恢复生命
1	辅助型	260	4	回天术	0.wav	八卦剑法	0	1	0	0	68	1500	-1	2	0	9	0	0	4	-1	0	0	0	0	10	0	0	1500	0	600000	10000	0	0	0	0	0	0	0	0	0	1	0	0	7920	24502500	8	100	0	0	自身一次性恢复生命
1	怪物武功	261	0	怪物武功	0.wav	怪物专用	0	1	0	0	50	1067	1	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	10000	5	5000	1250	12	10000	0	0	0	0	1	0	0	2592000	24502500	0	0	0	0	0
