//名称	编号	脚本ID	品质（白绿蓝紫橙）	类型	物品模型编号(男)	物品模型编号(女)	最大耐久度	耐久改变方式	耐久改变数	叠加数量	购入货币类型	购买价格	出售货币类型	出售价格	使用门派	等级需求	性别需求	可否锻造(升品质)	可否强化	可否鉴定(重置属性条数)重置	可否洗练	可否精炼(升星)	可否升级(如:20升级30级)	可否打孔	可否摘宝石	可否洗星	可否丢弃	可否卖店	可否交易	可否修理	可否存仓库	死亡掉落	可否使用	可否鉴定	冷却时间	冷却组	吟唱时间（毫秒）	道具颜色类型	任务关联	任务关联数量	图标编号	地上模型号	宝石类型	绑定类型（）	物品说明
暮光衬肩	130604	0	4	104	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130602	1	0	1	只有真正血族勇士才能使用的优雅衬肩，不可小看他的力量
灵魂衬肩	130605	0	5	104	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130602	1	0	1	经过血族祭祀所祝福的衬肩，他可以让敌人的魂魄都在颤抖。
亡者衬肩	130606	0	6	104	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130602	1	0	1	被敌人的怨气所禁锢的神圣衬肩，敌人的献血染红了他。
死神衬肩	130607	0	7	104	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130603	1	0	1	死神幻化为人形时说穿衬肩，上面有死神的徽记，能拥有他的人必定击败死神获得了永生。
堕落衬肩	130608	0	8	104	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130603	1	0	1	传说是路西法说拥有的衬肩，只有到达地狱的最底层才有机会能获得他。
深渊衬肩	130609	0	9	104	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130604	1	0	1	初代吸血鬼皇族所拥有的专属衬肩，上面遍布死者的灵魂。
诸神衬肩	130610	0	10	104	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130605	1	0	1	第一次混沌战争中，诸神所穿衬肩，被神之血灌注拥有无比强大的能力！
血族衬裤	130701	0	1	106	301	301	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130701	1	0	1	血族战士经常使用的衬裤
新月衬裤	130702	0	2	106	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130701	1	0	1	高阶血族战士的专属衬裤
破晓衬裤	130703	0	3	106	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130701	1	0	1	精英血族战士才能使用的专属华丽的衬裤
暮光衬裤	130704	0	4	106	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130702	1	0	1	只有真正血族勇士才能使用的优雅衬裤，不可小看他的力量
灵魂衬裤	130705	0	5	106	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130702	1	0	1	经过血族祭祀所祝福的衬裤，他可以让敌人的魂魄都在颤抖。
亡者衬裤	130706	0	6	106	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130702	1	0	1	被敌人的怨气所禁锢的神圣衬裤，敌人的献血染红了他。
死神衬裤	130707	0	7	106	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130703	1	0	1	死神幻化为人形时说穿衬裤，能拥有他的人必定击败死神获得了永生。
堕落衬裤	130708	0	8	106	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130703	1	0	1	传说是路西法说拥有的衬裤，只有到达地狱的最底层才有机会能获得他。
深渊衬裤	130709	0	9	106	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130704	1	0	1	初代吸血鬼皇族所拥有的专属衬裤，当你拿起他会听到无尽的哀嚎。
诸神衬裤	130710	0	10	106	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130705	1	0	1	第一次混沌战争中，诸神所穿衬裤，被神之血灌注拥有无比强大的能力！
血族护臂	130801	0	1	103	301	301	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130801	1	0	1	血族战士经常使用的护臂
新月护臂	130802	0	2	103	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130801	1	0	1	高阶血族战士的专属护臂
破晓护臂	130803	0	3	103	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130801	1	0	1	精英血族战士才能使用的专属华丽的护臂
暮光护臂	130804	0	4	103	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130802	1	0	1	只有真正血族勇士才能使用的优雅护臂，不可小看他的力量
灵魂护臂	130805	0	5	103	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130802	1	0	1	经过血族祭祀所祝福的护臂，上面将会有您家族的徽记。
亡者护臂	130806	0	6	103	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130802	1	0	1	被敌人的怨气所禁锢的神圣护臂，传说被他杀死的敌人只能增加他的威力。
死神护臂	130807	0	7	103	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130803	1	0	1	死神幻化为人形时说穿护臂，能拥有他的人必定击败死神获得了永生。
堕落护臂	130808	0	8	103	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130803	1	0	1	传说是路西法说拥有的护臂，只有到达地狱的最底层才有机会能获得他。
深渊护臂	130809	0	9	103	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130804	1	0	1	初代吸血鬼皇族所拥有的专属护臂，当你拿起他会听到无尽的哀嚎。
诸神护臂	130810	0	10	103	302	302	100	0	0	1	1	5	0	5	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	130805	1	0	1	第一次混沌战争中，诸神所穿护臂，被神之血灌注拥有无比强大的能力！
//宠物相关	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
魂魄碎片	180101	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	180101	1	0	0	混沌战争中死者的魂魄碎片，3星英雄等级突破时必备道具
死者之灵	180102	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	180102	1	0	0	混沌战争中被死者留下的印记，3星英雄等级突破时必备道具
封印碎片	180103	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	180101	1	0	0	用于释放碎片中力量的道具，3星英雄等级突破时必备道具
突破符文	180104	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	180102	1	0	0	用于开始突破祭奠的符文，3星英雄等级突破时必备道具
英雄碎片	180201	0	4	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	180201	1	0	0	混沌战争中死去英雄的魂魄碎片，4星英雄等级突破时必备道具
英雄之灵	180202	0	4	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	180202	1	0	0	混沌战争中被死者留下的印记，4星英雄等级突破时必备道具
高级封印碎片	180203	0	4	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	180201	1	0	0	用于释放高等级碎片中力量的道具，4星英雄等级突破时必备道具
神圣突破符文	180204	0	4	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	180202	1	0	0	用于开始高等级突破祭奠的符文，4星英雄等级突破时必备道具
天神碎片	180301	0	5	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	180301	1	0	0	混沌战争中天神遗落的碎片，5星英雄等级突破时必备道具
天神之灵	180302	0	5	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	180302	1	0	0	混沌战争中天神留下的印记，5星英雄等级突破时必备道具
顶级封印碎片	180303	0	5	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	180301	1	0	0	用于释放顶级碎片中力量的道具，5星英雄等级突破时必备道具
顶级突破符文	180304	0	5	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	180302	1	0	0	用于开始顶级突破祭奠的符文，5星英雄等级突破时必备道具
狂暴	180801	0	5	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	900000	1	0	0	
狂暴1	180802	0	5	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	900000	1	0	0	
御体	180803	0	5	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	900000	1	0	0	
精确打击	180804	0	5	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	900000	1	0	0	
灵动	180805	0	5	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	900000	1	0	0	
蓝色书页	173000	0	3	21	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	17300	1	0	0	蓝色技能书残页，使用10个残页随机获得一个蓝色英雄技能书
紫色书页	174000	0	4	21	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	17400	1	0	0	紫色技能书残页，使用10个残页随机获得一个紫色英雄技能书
橙色书页	175000	0	5	21	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	17500	1	0	0	橙色技能书残页，使用10个残页随机获得一个橙色英雄技能书
蓝色书页	176000	0	3	21	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	17300	1	0	0	蓝色技能书残页，使用10个残页随机获得一个蓝色英雄技能书
荆棘之刺	173101	0	3	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	173100	1	0	0	对单个目标造成伤害
荆棘之路	173102	0	3	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	173100	1	0	0	对前方一条直线上的所有目标造成伤害
荆棘之海	173103	0	3	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	173100	1	0	0	对周围500范围内所有的目标造成伤害
黯灭之爪	173104	0	3	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	173100	1	0	0	对单个目标造成伤害
黯灭之路	173105	0	3	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	173100	1	0	0	对前方一条直线上的所有目标造成伤害
黯灭之海	173106	0	3	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	173100	1	0	0	对周围500范围内所有的目标造成伤害
黑灵之爪	173107	0	3	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	173100	1	0	0	对单个目标造成伤害
黑灵之路	173108	0	3	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	173100	1	0	0	对前方一条直线上的所有目标造成伤害
黑灵之海	173109	0	3	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	173100	1	0	0	对周围500范围内所有的目标造成伤害
潮汐之力	173110	0	3	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	173100	1	0	0	对单个目标造成伤害
潮汐之路	173111	0	3	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	173100	1	0	0	对前方一条直线上的所有目标造成伤害
潮汐之海	173112	0	3	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	173100	1	0	0	对周围500范围内所有的目标造成伤害
血祀之爪	173113	0	3	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	173100	1	0	0	对单个目标造成伤害
血祀之路	173114	0	3	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	173100	1	0	0	对前方一条直线上的所有目标造成伤害
血祀之海	173115	0	3	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	173100	1	0	0	对周围500范围内所有的目标造成伤害
必杀之术	173201	0	3	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	173100	1	0	0	增加角色攻击力
屏障之术	173202	0	3	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	173100	1	0	0	增加角色防御力
精确之术	173203	0	3	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	173100	1	0	0	增加角色命中率
灵动之术	173204	0	3	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	173100	1	0	0	增加角色闪避率
自愈之术	173205	0	3	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	173100	1	0	0	增加角色血量
紫荆之刺	174101	0	4	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	174100	1	0	0	对单个目标造成伤害
紫荆之路	174102	0	4	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	174100	1	0	0	对前方一条直线上的所有目标造成伤害
紫荆之海	174103	0	4	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	174100	1	0	0	对周围500范围内所有的目标造成伤害
腐毒之爪	174104	0	4	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	174100	1	0	0	对单个目标造成伤害
腐毒之路	174105	0	4	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	174100	1	0	0	对前方一条直线上的所有目标造成伤害
腐毒之海	174106	0	4	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	174100	1	0	0	对周围500范围内所有的目标造成伤害
碎影之爪	174107	0	4	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	174100	1	0	0	对单个目标造成伤害
碎影之路	174108	0	4	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	174100	1	0	0	对前方一条直线上的所有目标造成伤害
碎影之海	174109	0	4	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	174100	1	0	0	对周围500范围内所有的目标造成伤害
残食之刺	174110	0	4	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	174100	1	0	0	对单个目标造成伤害
残食之路	174111	0	4	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	174100	1	0	0	对前方一条直线上的所有目标造成伤害
残食之海	174112	0	4	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	174100	1	0	0	对周围500范围内所有的目标造成伤害
恶灵之爪	174113	0	4	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	174100	1	0	0	对单个目标造成伤害
恶灵之路	174114	0	4	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	174100	1	0	0	对前方一条直线上的所有目标造成伤害
恶灵之海	174115	0	4	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	174100	1	0	0	对周围500范围内所有的目标造成伤害
夺命之术	174201	0	4	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	174100	1	0	0	增加角色攻击力
格挡之术	174202	0	4	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	174100	1	0	0	增加角色防御力
锁身之术	174203	0	4	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	174100	1	0	0	增加角色命中率
闪影之术	174204	0	4	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	174100	1	0	0	增加角色闪避率
长生之术	174205	0	4	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	174100	1	0	0	增加角色血量
风暴之锤	175101	0	5	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	175100	1	0	0	对单个目标造成伤害
风暴前行	175102	0	5	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	175100	1	0	0	对前方一条直线上的所有目标造成伤害
烈焰风暴	175103	0	5	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	175100	1	0	0	对周围500范围内所有的目标造成伤害
致命一击	175104	0	5	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	175100	1	0	0	对单个目标造成伤害
一字斩杀	175105	0	5	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	175100	1	0	0	对前方一条直线上的所有目标造成伤害
圆形切割	175106	0	5	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	175100	1	0	0	对周围500范围内所有的目标造成伤害
灼热之箭	175107	0	5	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	175100	1	0	0	对单个目标造成伤害
穿云箭	175108	0	5	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	175100	1	0	0	对前方一条直线上的所有目标造成伤害
群星坠落	175109	0	5	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	175100	1	0	0	对周围500范围内所有的目标造成伤害
暗影突袭	175110	0	5	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	175100	1	0	0	对单个目标造成伤害
闪电游走	175111	0	5	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	175100	1	0	0	对前方一条直线上的所有目标造成伤害
雷霆闪电	175112	0	5	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	175100	1	0	0	对周围500范围内所有的目标造成伤害
地狱之爪	175113	0	5	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	175100	1	0	0	对单个目标造成伤害
深渊之路	175114	0	5	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	175100	1	0	0	对前方一条直线上的所有目标造成伤害
恶魔蚀海	175115	0	5	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	175100	1	0	0	对周围500范围内所有的目标造成伤害
影灭之术	175201	0	5	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	175100	1	0	0	增加角色攻击力
圣盾之术	175202	0	5	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	175100	1	0	0	增加角色防御力
凝神之术	175203	0	5	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	175100	1	0	0	增加角色命中率
鬼魅之术	175204	0	5	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	175100	1	0	0	增加角色闪避率
再生之术	175205	0	5	22	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	175100	1	0	0	增加角色血量
石像魔火灵	182011	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183001	1	0	0	石像魔的身体碎片，收集一定数量碎片和其他物品可以召唤石像魔
石像魔精华液	182012	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183002	1	0	0	石像魔的精华液，收集一定数量精华液和其他物品可以召唤石像魔
石像魔魂魄	182013	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183003	1	0	0	石像魔的魂魄，收集一定数量魂魄和其他物品可以召唤石像魔
石像魔魔焰石	182014	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183004	1	0	0	石像魔的魔焰石，收集一定数量魔焰石和其他物品可以召唤石像魔
红心法师火灵	182021	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183001	1	0	0	红心法师的身体碎片，收集一定数量碎片和其他物品可以召唤红心法师
红心法师精华液	182022	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183002	1	0	0	红心法师的精华液，收集一定数量精华液和其他物品可以召唤红心法师
