ID	Money	PropID	PropNumber	MinNumber	MaxNumber	WhiteItemWeight	GreenItemWeight	BlueItemWeight	PurpleItemWeight	WhiteItem	GreenItem	BlueItem	PurpleItem	Item1	Number1	Percent1	Item2	Number2	Percent2	Item3	Number3	Percent3	
200005.000	780.000	20000.000	2.000	0.000	2.000	8.000				11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	12101.000	1.000	10.000	12201.000	1.000	10.000				
200006.000	790.000	20000.000	2.000	0.000	2.000	8.000				11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	12401.000	1.000	10.000	12601.000	1.000	10.000	90110.000	1.000	10.000	
200007.000	800.000	20000.000	2.000	0.000	2.000	8.000				11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	13301.000	1.000	10.000	13501.000	1.000	10.000				
200008.000	810.000	20000.000	2.000	0.000	2.000	8.000				11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	13101.000	1.000	10.000	13201.000	1.000	10.000	90115.000	1.000	10.000	
200009.000	820.000	20000.000	4.000	0.000	2.000	8.000				11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	13401.000	1.000	10.000	13601.000	1.000	10.000				
200010.000	830.000	20000.000	4.000	0.000	2.000	8.000				11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	11302.000	1.000	10.000	12301.000	1.000	10.000	90119.000	1.000	10.000	
200011.000	840.000	20000.000	4.000	0.000	2.000	8.000				11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	11202.000	1.000	10.000	12101.000	1.000	10.000				
200012.000	850.000	20000.000	4.000	0.000	2.000	8.000				11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	11402.000	1.000	10.000	12401.000	1.000	10.000	90120.000	1.000	10.000	
200013.000	860.000	20000.000	4.000	0.000	2.000	8.000				11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	11102.000	1.000	10.000	12501.000	1.000	10.000				
200014.000	870.000	20000.000	6.000	0.000	2.000	8.000				11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	11502.000	1.000	10.000	12201.000	1.000	10.000	90121.000	1.000	10.000	
200015.000	880.000	20000.000	6.000	0.000	2.000	8.000				11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	11602.000	1.000	10.000	12601.000	1.000	10.000				
200016.000	890.000	20000.000	6.000	0.000	2.000	8.000				11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	12302.000	1.000	10.000	12301.000	1.000	10.000	90125.000	1.000	10.000	
200017.000	900.000	20000.000	6.000	0.000	2.000	8.000				11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	12202.000	1.000	10.000	12101.000	1.000	10.000				
200018.000	910.000	20000.000	8.000	0.000	2.000	8.000				11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	12402.000	1.000	10.000	12401.000	1.000	10.000	90129.000	1.000	10.000	
200019.000	920.000	20000.000	8.000	0.000	2.000	8.000				11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	12102.000	1.000	10.000	12501.000	1.000	10.000				
200020.000	930.000	20000.000	8.000	0.000	2.000	8.000				11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	12502.000	1.000	10.000	12201.000	1.000	10.000	90130.000	1.000	10.000	
200021.000	940.000	20000.000	8.000	0.000	2.000	8.000				11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	12602.000	1.000	10.000	12601.000	1.000	10.000				
200022.000	950.000	20000.000	8.000	0.000	2.000	8.000				11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	13302.000	1.000	10.000	13301.000	1.000	10.000	90131.000	1.000	10.000	
200023.000	960.000	20001.000	2.000	0.000	2.000	8.000				11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	13202.000	1.000	10.000	13101.000	1.000	10.000				
200024.000	970.000	20001.000	2.000	0.000	2.000	8.000				11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	13402.000	1.000	10.000	13401.000	1.000	10.000	90133.000	1.000	10.000	
200025.000	980.000	20001.000	2.000	0.000	2.000	8.000				11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	13102.000	1.000	10.000	13501.000	1.000	10.000				
200026.000	990.000	20001.000	2.000	0.000	2.000	8.000				11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	13502.000	1.000	10.000	13201.000	1.000	10.000	90135.000	1.000	10.000	
200027.000	1000.000	20001.000	2.000	0.000	2.000	8.000				11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	13602.000	1.000	10.000	13601.000	1.000	10.000				
200028.000	1010.000	20000|20001	2|2	0.000	2.000	8.000				11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	11303.000	1.000	10.000	11202.000	1.000	10.000	90137.000	1.000	10.000	
200029.000	1020.000	20000|20001	2|2	0.000	2.000	8.000				11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	11203.000	1.000	10.000	11402.000	1.000	10.000				
200030.000	1030.000	20000|20001	2|2	0.000	2.000	8.000				11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	11402.000	1.000	10.000	11102.000	1.000	10.000	90141.000	1.000	10.000	
200031.000	1040.000	20000|20001	2|2	0.000	2.000	8.000				11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	11103.000	1.000	10.000	11502.000	1.000	10.000				
200032.000	1050.000	20000|20001	2|2	0.000	2.000	8.000				11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	11502.000	1.000	10.000	11602.000	1.000	10.000	90140.000	1.000	10.000	
200033.000	1060.000	20000|20001	4|2	0.000	2.000	8.000				11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	11602.000	1.000	10.000	12302.000	1.000	10.000				
200034.000	1070.000	20000|20001	4|2	0.000	2.000	8.000				11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	12303.000	1.000	10.000	12202.000	1.000	10.000	90118.000	1.000	10.000	
200035.000	1080.000	20000|20001	4|2	0.000	2.000	8.000				11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	12203.000	1.000	10.000	12402.000	1.000	10.000				
200036.000	1090.000	20000|20001	4|2	0.000	2.000	8.000				11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	12402.000	1.000	10.000	12102.000	1.000	10.000	90143.000	1.000	10.000	
200037.000	1100.000	20000|20001	4|2	0.000	2.000	8.000				11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	12103.000	1.000	10.000	12502.000	1.000	10.000				
200038.000	1110.000	20000|20001	6|2	0.000	2.000	8.000				11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	12502.000	1.000	10.000	12602.000	1.000	10.000	90105.000	1.000	10.000	
200039.000	1120.000	20000|20001	6|2	0.000	2.000	8.000				11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	12602.000	1.000	10.000	13302.000	1.000	10.000				
200040.000	1130.000	20000|20001	6|2	0.000	2.000	8.000	4.000			11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	13303.000	1.000	10.000	13202.000	1.000	10.000	90138.000	1.000	10.000	
200041.000	1140.000	20000|20001	6|2	0.000	2.000	8.000	4.000			11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	13203.000	1.000	10.000	13402.000	1.000	10.000				
200042.000	1150.000	20000|20001	8|2	0.000	2.000	8.000	4.000			11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	13402.000	1.000	10.000	13102.000	1.000	10.000	90109.000	1.000	10.000	
200043.000	1160.000	20000|20001	8|2	0.000	2.000	8.000	4.000			11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	13103.000	1.000	10.000	13502.000	1.000	10.000				
200044.000	1170.000	20000|20001	8|2	0.000	2.000	8.000	4.000			11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	13502.000	1.000	10.000	13602.000	1.000	10.000	90110.000	1.000	10.000	
200045.000	1180.000	20000|20001	8|2	0.000	2.000	8.000	4.000			11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	13602.000	1.000	10.000	11303.000	1.000	10.000				
200046.000	1190.000	20000|20001	8|2	0.000	2.000	8.000	4.000			11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	81104.000	1.000	10.000	11203.000	1.000	10.000	90115.000	1.000	10.000	
200047.000	1200.000	20000|20001	8|2	0.000	2.000	8.000	4.000			11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	82104.000	1.000	10.000	11402.000	1.000	10.000				
200048.000	1210.000	20000|20001	8|2	0.000	2.000	8.000	4.000			11101|11201|11301|11401|11501|11601|12101|12201|12301|12401|12501|12601|13101|13201|13301|13401|13501|13601	11102|11103|11202|11203|11302|11303|11402|11502|11602|12102|12103|12202|12203|12302|12303|12402|12502|12602|13102|13103|13202|13203|13302|13303|13402|13502|13602	81104|81105|81204|81205|81304|81305|81403|81404|81503|81504|81603|81604|82104|82105|82204|82205|82304|82305|82403|82404|82503|82504|82603|82604|83104|83105|83204|83205|83304|83305|83403|83404|83503|83504|83603|83604	20010.000	83104.000	1.000	10.000	11103.000	1.000	10.000	90122.000	1.000	10.000	
