//名称	编号	脚本ID	类型	物品模型编号	最大耐久度	耐久改变方式	耐久改变数	叠加数量	购入货币类型	购买价格	使用门派	等级需求	性别需求	可否丢弃	可否卖店	可否交易	可否修理	可否存仓库	死亡掉落	可否使用	可否鉴定	冷却时间	冷却组	吟唱时间（毫秒）	道具颜色类型	任务关联	任务关联数量	图标编号	物品说明
//★【新手装备】★	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
戒指B白色16	1440016	0	111	0	4000	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	26616	
戒指B白色17	1440017	0	111	0	4000	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	26617	
戒指B白色18	1440018	0	111	0	4000	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	26618	
戒指B白色19	1440019	0	111	0	4000	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	26619	
戒指B白色20	1440020	0	111	0	4000	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	26620	
//【慈航戒指蓝色B】	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
莲花之戒	1441001	0	111	0	6000	16	0	1	1	160	4	1	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	26601	饰品的一种，稀有的青玉打造的昂贵饰物。
烟罗之戒	1441002	0	111	0	6000	16	0	1	1	618	4	10	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	26602	饰品的一种，稀有的红玉打造的昂贵饰物。
仑凰板指	1441003	0	111	0	6000	16	0	1	1	1123	4	20	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	26603	饰品的一种，稀有的翡翠打造的昂贵饰物。
龙凤板指	1441004	0	111	0	6000	16	0	1	1	1721	4	30	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	26604	饰品的一种，稀有的玛瑙打造的昂贵饰物。
秋水板指	1441005	0	111	0	6000	16	0	1	1	2396	4	40	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	26605	饰品的一种，年代非常久远，集天地之灵气。
恒云板指	1441006	0	111	0	6000	16	0	1	1	3147	4	50	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	26606	饰品的一种，年代非常久远，集天地之灵气。
轻絮神戒	1441007	0	111	0	6000	16	0	1	1	3976	4	60	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	26607	宝物，饰品的一种，已无法获知其年份，夜晚会发光。
蓝玉神戒	1441008	0	111	0	6000	16	0	1	1	4883	4	65	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	26608	宝物，饰品的一种，已无法获知其年份，夜晚会发光。
玉珑神戒	1441009	0	111	0	6000	16	0	1	1	5870	4	70	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	26609	宝物，饰品的一种，史书记载出自上古，以内力聚之能发热。
流风神戒	1441010	0	111	0	6000	16	0	1	1	6940	4	75	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	26610	宝物，饰品的一种，神话中提到过，似有神力不能窥知。
戒指B蓝色11	1441011	0	111	0	6000	16	0	1	1	8094	4	75	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	26611	饰品的一种，年代非常久远，集天地之灵气。
戒指B蓝色12	1441012	0	111	0	6000	16	0	1	1	9338	4	75	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	26612	宝物，饰品的一种，已无法获知其年份，夜晚会发光。
戒指B蓝色13	1441013	0	111	0	6000	16	0	1	1	10675	4	75	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	26613	宝物，饰品的一种，已无法获知其年份，夜晚会发光。
戒指B蓝色14	1441014	0	111	0	6000	16	0	1	1	12109	4	75	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	26614	宝物，饰品的一种，史书记载出自上古，以内力聚之能发热。
戒指B蓝色15	1441015	0	111	0	6000	16	0	1	1	13644	4	75	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	26615	宝物，饰品的一种，神话中提到过，似有神力不能窥知。
戒指B蓝色16	1441016	0	111	0	6000	16	0	1	1	13964	4	75	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	26616	
戒指B蓝色17	1441017	0	111	0	6000	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	26617	
戒指B蓝色18	1441018	0	111	0	6000	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	26618	
戒指B蓝色19	1441019	0	111	0	6000	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	26619	
戒指B蓝色20	1441020	0	111	0	6000	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	26620	
//【慈航戒指紫色B】	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
夕暇之戒	1442001	0	111	0	7000	16	0	1	1	7952	4	1	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	26601	饰品的一种，宫中珍品，多有达官贵人佩戴。
秋叶之戒	1442002	0	111	0	7000	16	0	1	1	9767	4	10	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	26602	饰品的一种，宫中珍品，多有达官贵人佩戴。
莲华板指	1442003	0	111	0	7000	16	0	1	1	11740	4	20	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	26603	饰品的一种，宫中极品，少有权势之主佩戴。
绝情板指	1442004	0	111	0	7000	16	0	1	1	13879	4	30	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	26604	饰品的一种，宫中极品，少有权势之主佩戴。
鸳鸯板指	1442005	0	111	0	7000	16	0	1	1	16189	4	40	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	26605	饰品的一种，宫内聚宝阁珍藏，权力的象征。
明玉板指	1442006	0	111	0	7000	16	0	1	1	18676	4	50	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	26606	饰品的一种，宫内聚宝阁珍藏，一人之下万人之上。
圆月神戒	1442007	0	111	0	7000	16	0	1	1	21350	4	60	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	26607	饰品的一种，宫内聚宝阁珍藏，皇权的象征。
燕碧神戒	1442008	0	111	0	7000	16	0	1	1	24217	4	65	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	26608	饰品的一种，宫中珍品，多有达官贵人佩戴。
落雪神戒	1442009	0	111	0	7000	16	0	1	1	27288	4	70	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	26609	饰品的一种，宫中珍品，多有达官贵人佩戴。
紫烟神戒	1442010	0	111	0	7000	16	0	1	1	27928	4	75	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	26610	饰品的一种，宫中极品，少有权势之主佩戴。
戒指B紫色11	1442011	0	111	0	7000	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	26611	饰品的一种，宫中极品，少有权势之主佩戴。
戒指B紫色12	1442012	0	111	0	7000	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	26612	饰品的一种，宫内聚宝阁珍藏，权力的象征。
戒指B紫色13	1442013	0	111	0	7000	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	26613	饰品的一种，宫内聚宝阁珍藏，一人之下万人之上。
戒指B紫色14	1442014	0	111	0	7000	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	26614	饰品的一种，宫内聚宝阁珍藏，皇权的象征。
戒指B紫色15	1442015	0	111	0	7000	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	26615	饰品的一种，宫内聚宝阁珍藏，皇权的象征。
戒指B紫色16	1442016	0	111	0	7000	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	26616	
戒指B紫色17	1442017	0	111	0	7000	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	26617	
戒指B紫色18	1442018	0	111	0	7000	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	26618	
戒指B紫色19	1442019	0	111	0	7000	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	26619	
戒指B紫色20	1442020	0	111	0	7000	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	26620	
//【慈航戒指橙色B】	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
随行之戒	1443001	0	111	0	8500	16	0	1	1	15905	4	1	0	1	1	1	1	0	0	1	0	0	0	0	4	0	0	26601	至宝，饰品的一种，多少传世英雄为它究其一生。
蝶舞之戒	1443002	0	111	0	8500	16	0	1	1	19534	4	10	0	1	1	1	1	0	0	1	0	0	0	0	4	0	0	26602	至宝，饰品的一种，江湖一现，必掀血腥风雨。
琴影板指	1443003	0	111	0	8500	16	0	1	1	23480	4	20	0	1	1	1	1	0	0	1	0	0	0	0	4	0	0	26603	至宝，饰品的一种，据说封印了上古混沌时期妖魔，凡人无力操纵。
怜月板指	1443004	0	111	0	8500	16	0	1	1	27758	4	30	0	1	1	1	1	0	0	1	0	0	0	0	4	0	0	26604	至宝，饰品的一种，若即若离，虚实不现，触中玄机，窥其乾坤。
癸水板指	1443005	0	111	0	8500	16	0	1	1	32377	4	40	0	1	1	1	1	0	0	1	0	0	0	0	4	0	0	26605	至宝，饰品的一种，多少传世英雄为它究其一生。
情幻板指	1443006	0	111	0	8500	16	0	1	1	37352	4	50	0	1	1	1	1	0	0	1	0	0	0	0	4	0	0	26606	至宝，饰品的一种，江湖一现，必掀血腥风雨。
极情神戒	1443007	0	111	0	8500	16	0	1	1	42700	4	60	0	1	1	1	1	0	0	1	0	0	0	0	4	0	0	26607	至宝，饰品的一种，据说封印了上古混沌时期妖魔，凡人无力操纵。
圆融神戒	1443008	0	111	0	8500	16	0	1	1	48434	4	65	0	1	1	1	1	0	0	1	0	0	0	0	4	0	0	26608	至宝，饰品的一种，若即若离，虚实不现，触中玄机，窥其乾坤。
万花神戒	1443009	0	111	0	8500	16	0	1	1	54576	4	70	0	1	1	1	1	0	0	1	0	0	0	0	4	0	0	26609	至宝，饰品的一种，多少传世英雄为它究其一生。
万松神戒	1443010	0	111	0	8500	16	0	1	1	55855	4	75	0	1	1	1	1	0	0	1	0	0	0	0	4	0	0	26610	至宝，饰品的一种，江湖一现，必掀血腥风雨。
戒指B橙色11	1443011	0	111	0	8500	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	4	0	0	26611	至宝，饰品的一种，据说封印了上古混沌时期妖魔，凡人无力操纵。
戒指B橙色12	1443012	0	111	0	8500	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	4	0	0	26612	至宝，饰品的一种，若即若离，虚实不现，触中玄机，窥其乾坤。
戒指B橙色13	1443013	0	111	0	8500	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	4	0	0	26613	至宝，饰品的一种，江湖一现，必掀血腥风雨。
戒指B橙色14	1443014	0	111	0	8500	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	4	0	0	26614	至宝，饰品的一种，据说封印了上古混沌时期妖魔，凡人无力操纵。
戒指B橙色15	1443015	0	111	0	8500	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	4	0	0	26615	至宝，饰品的一种，若即若离，虚实不现，触中玄机，窥其乾坤。
戒指B橙色16	1443016	0	111	0	8500	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	4	0	0	26616	
戒指B橙色17	1443017	0	111	0	8500	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	4	0	0	26617	
戒指B橙色18	1443018	0	111	0	8500	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	4	0	0	26618	
戒指B橙色19	1443019	0	111	0	8500	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	4	0	0	26619	
戒指B橙色20	1443020	0	111	0	8500	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	4	0	0	26620	
//【慈航戒指金色B】	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
紫魄之戒	1444001	0	111	0	10000	16	0	1	1	31810	4	1	0	1	1	1	1	0	0	1	0	0	0	0	5	0	0	26601	至宝，饰品的一种，多少传世英雄为它究其一生。
五珨之戒	1444002	0	111	0	10000	16	0	1	1	39067	4	10	0	1	1	1	1	0	0	1	0	0	0	0	5	0	0	26602	至宝，饰品的一种，江湖一现，必掀血腥风雨。
舞旋板指	1444003	0	111	0	10000	16	0	1	1	46961	4	20	0	1	1	1	1	0	0	1	0	0	0	0	5	0	0	26603	至宝，饰品的一种，据说封印了上古混沌时期妖魔，凡人无力操纵。
越女板指	1444004	0	111	0	10000	16	0	1	1	55517	4	30	0	1	1	1	1	0	0	1	0	0	0	0	5	0	0	26604	至宝，饰品的一种，若即若离，虚实不现，触中玄机，窥其乾坤。
拂柳板指	1444005	0	111	0	10000	16	0	1	1	64754	4	40	0	1	1	1	1	0	0	1	0	0	0	0	5	0	0	26605	至宝，饰品的一种，多少传世英雄为它究其一生。
柳影板指	1444006	0	111	0	10000	16	0	1	1	74705	4	50	0	1	1	1	1	0	0	1	0	0	0	0	5	0	0	26606	至宝，饰品的一种，江湖一现，必掀血腥风雨。
泰霄神戒	1444007	0	111	0	10000	16	0	1	1	85399	4	60	0	1	1	1	1	0	0	1	0	0	0	0	5	0	0	26607	至宝，饰品的一种，据说封印了上古混沌时期妖魔，凡人无力操纵。
真言神戒	1444008	0	111	0	10000	16	0	1	1	96869	4	65	0	1	1	1	1	0	0	1	0	0	0	0	5	0	0	26608	至宝，饰品的一种，若即若离，虚实不现，触中玄机，窥其乾坤。
月骅神戒	1444009	0	111	0	10000	16	0	1	1	109152	4	70	0	1	1	1	1	0	0	1	0	0	0	0	5	0	0	26609	至宝，饰品的一种，多少传世英雄为它究其一生。
金霞神戒	1444010	0	111	0	10000	16	0	1	1	111710	4	75	0	1	1	1	1	0	0	1	0	0	0	0	5	0	0	26610	至宝，饰品的一种，江湖一现，必掀血腥风雨。
戒指B金色11	1444011	0	111	0	10000	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	5	0	0	26611	至宝，饰品的一种，据说封印了上古混沌时期妖魔，凡人无力操纵。
戒指B金色12	1444012	0	111	0	10000	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	5	0	0	26612	至宝，饰品的一种，若即若离，虚实不现，触中玄机，窥其乾坤。
戒指B金色13	1444013	0	111	0	10000	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	5	0	0	26613	至宝，饰品的一种，江湖一现，必掀血腥风雨。
戒指B金色14	1444014	0	111	0	10000	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	5	0	0	26614	至宝，饰品的一种，据说封印了上古混沌时期妖魔，凡人无力操纵。
戒指B金色15	1444015	0	111	0	10000	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	5	0	0	26615	至宝，饰品的一种，若即若离，虚实不现，触中玄机，窥其乾坤。
戒指B金色16	1444016	0	111	0	10000	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	5	0	0	26616	
戒指B金色17	1444017	0	111	0	10000	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	5	0	0	26617	
戒指B金色18	1444018	0	111	0	10000	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	5	0	0	26618	
戒指B金色19	1444019	0	111	0	10000	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	5	0	0	26619	
戒指B金色20	1444020	0	111	0	10000	16	0	1	1	0	4	75	0	1	1	1	1	0	0	1	0	0	0	0	5	0	0	26620	
//★【套装暂时还没设定】★	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
五岳绿色武器套装1	9500000	0	101	314	5000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	18010	0
五岳绿色武器套装2	9500001	0	101	314	5000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	18010	0
五岳绿色武器套装3	9500002	0	101	314	5000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	18010	0
五岳绿色武器套装4	9500003	0	101	314	5000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	18010	0
五岳绿色武器套装5	9500004	0	101	314	5000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	18010	0
五岳绿色武器套装6	9500005	0	101	314	5000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	18010	0
五岳绿色武器套装7	9500006	0	101	314	5000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	18010	0
五岳绿色武器套装8	9500007	0	101	314	5000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	18010	0
五岳绿色武器套装9	9500008	0	101	314	5000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	18010	0
五岳绿色武器套装10	9500009	0	101	314	5000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	18010	0
五岳蓝色武器套装1	9500010	0	101	2022	6000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	18011	0
五岳蓝色武器套装2	9500011	0	101	2022	6000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	18011	0
五岳蓝色武器套装3	9500012	0	101	2022	6000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	18011	0
五岳蓝色武器套装4	9500013	0	101	2022	6000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	18011	0
五岳蓝色武器套装5	9500014	0	101	2022	6000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	18011	0
五岳蓝色武器套装6	9500015	0	101	2022	6000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	18011	0
五岳蓝色武器套装7	9500016	0	101	2022	6000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	18011	0
五岳蓝色武器套装8	9500017	0	101	2022	6000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	18011	0
五岳蓝色武器套装9	9500018	0	101	2022	6000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	18011	0
五岳蓝色武器套装10	9500019	0	101	2022	6000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	18011	0
五岳紫色武器套装1	9500020	0	101	2023	7000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	18012	0
五岳紫色武器套装2	9500021	0	101	2023	7000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	18012	0
五岳紫色武器套装3	9500022	0	101	2023	7000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	18012	0
五岳紫色武器套装4	9500023	0	101	2023	7000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	18012	0
五岳紫色武器套装5	9500024	0	101	2023	7000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	18012	0
五岳紫色武器套装6	9500025	0	101	2023	7000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	18012	0
五岳紫色武器套装7	9500026	0	101	2023	7000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	18012	0
五岳紫色武器套装8	9500027	0	101	2023	7000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	18012	0
五岳紫色武器套装9	9500028	0	101	2023	7000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	18012	0
五岳紫色武器套装10	9500029	0	101	2023	7000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	18012	0
五岳橙色武器套装1	9500030	0	101	2022	8500	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	4	0	0	18011	0
五岳橙色武器套装2	9500031	0	101	2022	8500	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	4	0	0	18011	0
五岳橙色武器套装3	9500032	0	101	2022	8500	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	4	0	0	18011	0
五岳橙色武器套装4	9500033	0	101	2022	8500	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	4	0	0	18011	0
五岳橙色武器套装5	9500034	0	101	2022	8500	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	4	0	0	18011	0
五岳橙色武器套装6	9500035	0	101	2022	8500	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	4	0	0	18011	0
五岳橙色武器套装7	9500036	0	101	2022	8500	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	4	0	0	18011	0
五岳橙色武器套装8	9500037	0	101	2022	8500	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	4	0	0	18011	0
五岳橙色武器套装9	9500038	0	101	2022	8500	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	4	0	0	18011	0
五岳橙色武器套装10	9500039	0	101	2022	8500	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	4	0	0	18011	0
五岳金色武器套装1	9500040	0	101	2022	10000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	5	0	0	18011	0
五岳金色武器套装2	9500041	0	101	2022	10000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	5	0	0	18011	0
五岳金色武器套装3	9500042	0	101	2022	10000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	5	0	0	18011	0
五岳金色武器套装4	9500043	0	101	2022	10000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	5	0	0	18011	0
五岳金色武器套装5	9500044	0	101	2022	10000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	5	0	0	18011	0
五岳金色武器套装6	9500045	0	101	2022	10000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	5	0	0	18011	0
五岳金色武器套装7	9500046	0	101	2022	10000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	5	0	0	18011	0
五岳金色武器套装8	9500047	0	101	2022	10000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	5	0	0	18011	0
五岳金色武器套装9	9500048	0	101	2022	10000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	5	0	0	18011	0
五岳金色武器套装10	9500049	0	101	2022	10000	16	0	1	1	0	1	150	0	1	1	1	1	0	0	1	0	0	0	0	5	0	0	18011	0
蜀山绿色武器套装1	9500050	0	101	64	5000	16	0	1	1	0	2	150	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	14010	0
蜀山绿色武器套装2	9500051	0	101	64	5000	16	0	1	1	0	2	150	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	14010	0
蜀山绿色武器套装3	9500052	0	101	64	5000	16	0	1	1	0	2	150	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	14010	0
蜀山绿色武器套装4	9500053	0	101	64	5000	16	0	1	1	0	2	150	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	14010	0
蜀山绿色武器套装5	9500054	0	101	64	5000	16	0	1	1	0	2	150	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	14010	0
蜀山绿色武器套装6	9500055	0	101	64	5000	16	0	1	1	0	2	150	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	14010	0
蜀山绿色武器套装7	9500056	0	101	64	5000	16	0	1	1	0	2	150	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	14010	0
蜀山绿色武器套装8	9500057	0	101	64	5000	16	0	1	1	0	2	150	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	14010	0
蜀山绿色武器套装9	9500058	0	101	64	5000	16	0	1	1	0	2	150	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	14010	0
蜀山绿色武器套装10	9500059	0	101	64	5000	16	0	1	1	0	2	150	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	14010	0
蜀山蓝色武器套装1	9500060	0	101	2004	6000	16	0	1	1	0	2	150	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	14011	0
蜀山蓝色武器套装2	9500061	0	101	2004	6000	16	0	1	1	0	2	150	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	14011	0
蜀山蓝色武器套装3	9500062	0	101	2004	6000	16	0	1	1	0	2	150	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	14011	0
蜀山蓝色武器套装4	9500063	0	101	2004	6000	16	0	1	1	0	2	150	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	14011	0
蜀山蓝色武器套装5	9500064	0	101	2004	6000	16	0	1	1	0	2	150	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	14011	0
蜀山蓝色武器套装6	9500065	0	101	2004	6000	16	0	1	1	0	2	150	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	14011	0
蜀山蓝色武器套装7	9500066	0	101	2004	6000	16	0	1	1	0	2	150	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	14011	0
蜀山蓝色武器套装8	9500067	0	101	2004	6000	16	0	1	1	0	2	150	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	14011	0
蜀山蓝色武器套装9	9500068	0	101	2004	6000	16	0	1	1	0	2	150	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	14011	0
蜀山蓝色武器套装10	9500069	0	101	2004	6000	16	0	1	1	0	2	150	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	14011	0
蜀山紫色武器套装1	9500070	0	101	2005	7000	16	0	1	1	0	2	150	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	14012	0
蜀山紫色武器套装2	9500071	0	101	2005	7000	16	0	1	1	0	2	150	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	14012	0
蜀山紫色武器套装3	9500072	0	101	2005	7000	16	0	1	1	0	2	150	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	14012	0
蜀山紫色武器套装4	9500073	0	101	2005	7000	16	0	1	1	0	2	150	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	14012	0
蜀山紫色武器套装5	9500074	0	101	2005	7000	16	0	1	1	0	2	150	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	14012	0
蜀山紫色武器套装6	9500075	0	101	2005	7000	16	0	1	1	0	2	150	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	14012	0
