//±‡∫≈	√˚≥∆	Õ‚π€±‡∫≈&Õ∑œÒ±‡∫≈	µ»º∂	…˙√¸	ƒ⁄¡¶	 ∆¡¶	∑«’Ω∂∑“∆∂ØÀŸ∂»	’Ω∂∑“∆∂ØÀŸ∂»	÷ÿ…˙ ±º‰£®∫¡√Î£©	ø… ”æ‡¿Î	…ÌÃÂƒ£–Õ¥Û–°	◊‘”…ªÓ∂Ø∑∂Œß	◊∑◊Ÿ∑∂Œß	π•ª˜÷µ	∑¿”˘÷µ	…¡±‹÷µ	±©ª˜÷µ	π•ª˜ÀŸ∂»	π÷ŒÔ¿‡–Õ	π•ª˜¿‡–Õ	–Ø¥¯æ≠—È	–Ø¥¯’Ê∆¯	—™π÷±‰…Ìº∏¬ 	π•π÷±‰…Ìº∏¬ 	∑¿π÷±‰…Ìº∏¬ 	π•ª˜º‰∏Ù£®º‰∏Ù£©	…±π÷»ŒŒÒ∑÷◊È	≥ØœÚΩ«∂»	◊∑ª˜Õ£÷πÃıº˛	“∆∂Ø¿‡–Õ	À—À˜ƒø±Íº‰∏Ù	Õ£¡Ù ±º‰œ¬œﬁ	Õ£¡Ù ±º‰…œœﬁ	ººƒ‹ID	ººƒ‹ID	ººƒ‹ID	ººƒ‹ID	ººƒ‹ID	Ai¿‡–Õ	GROUPID	øπ±©	∆∆ª˜	øπ∆∆	¥©¥Ã	øπ¥©	√¸÷–
//°æ • ﬁπ»°ø	±‡∫≈1-50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21094	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21095	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21096	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21097	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21098	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21099	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21100	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21101	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21102	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21103	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21104	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21105	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21106	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21107	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21108	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21109	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21110	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21111	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21112	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21113	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21114	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21115	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21116	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21117	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21118	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21119	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21120	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21121	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21122	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21123	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21124	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21125	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21126	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21127	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21128	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21129	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21130	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21131	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21132	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21133	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21134	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21135	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21136	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21137	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21138	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21139	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21140	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21141	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21142	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21143	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21144	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21145	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21146	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21147	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21148	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21149	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21150	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21151	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21152	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21153	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21154	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21155	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21156	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21157	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21158	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21159	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21160	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21161	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21162	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21163	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21164	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21165	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21166	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21167	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21168	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21169	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21170	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21171	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21172	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21173	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21174	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21175	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21176	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21177	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21178	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21179	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21180	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21181	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21182	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21183	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21184	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21185	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21186	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21187	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21188	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21189	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21190	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21191	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21192	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21193	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21194	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21195	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21196	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21197	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21198	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21199	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21200	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21201	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21202	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21203	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21204	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
